Bairro;Valor;Area;Tipo;Suíte;Quarto;Vaga
paranoa;530000.0;322.0;Casa;4.0;4.0;1.0
paranoa;630000.0;321.0;Casa;3.0;5.0;
paranoa;280000.0;170.0;Casa;1.0;3.0;5.0
paranoa;350000.0;180.0;Casa;1.0;4.0;
paranoa;1270000.0;383.0;Casa;2.0;5.0;4.0
paranoa;550000.0;80.0;Casa;;2.0;1.0
paranoa;160000.0;70.0;Casa;;2.0;4.0
paranoa;400000.0;360.0;Prédio;;3.0;
paranoa;450000.0;550.0;Prédio;3.0;3.0;1.0
paranoa;315000.0;220.0;Casa;2.0;5.0;2.0
paranoa;300000.0;222.0;Casa;1.0;4.0;1.0
paranoa;320000.0;300.0;Casa;1.0;4.0;3.0
paranoa;350000.0;130.0;Casa;3.0;3.0;1.0
paranoa;1075000.0;285.0;Casa;1.0;4.0;1.0
paranoa;980000.0;580.0;Casa;5.0;5.0;2.0
paranoa;550000.0;70.0;Casa;;2.0;
paranoa;740000.0;250.0;Casa;2.0;3.0;2.0
paranoa;750000.0;360.0;Casa;1.0;4.0;4.0
planaltina;550000.0;240.0;Casa;1.0;3.0;2.0
planaltina;380000.0;170.0;Casa;2.0;2.0;2.0
planaltina;360000.0;315.0;Casa;1.0;2.0;4.0
planaltina;160000.0;135.0;Casa;1.0;2.0;4.0
planaltina;350000.0;280.0;Casa;1.0;3.0;5.0
planaltina;1550000.0;420.0;Casa;3.0;6.0;5.0
planaltina;100000.0;105.0;Casa;1.0;4.0;4.0
planaltina;155000.0;128.0;Casa;;3.0;1.0
planaltina;950000.0;380.0;Casa;1.0;3.0;4.0
planaltina;155000.0;100.0;Casa;;3.0;2.0
planaltina;580000.0;250.0;Casa;;3.0;
planaltina;635000.0;235.0;Casa;1.0;4.0;4.0
planaltina;1150000.0;600.0;Casa;1.0;3.0;5.0
planaltina;350000.0;175.0;Casa;;3.0;1.0
planaltina;580000.0;214.0;Casa;1.0;3.0;3.0
planaltina;480000.0;200.0;Casa;1.0;3.0;6.0
planaltina;1300000.0;400.0;Prédio;;4.0;
planaltina;430000.0;180.0;Casa;;4.0;2.0
planaltina;250000.0;130.0;Casa;1.0;3.0;1.0
planaltina;450000.0;200.0;Casa;2.0;5.0;
planaltina;142000.0;49.0;Apartamento;;2.0;1.0
planaltina;258000.0;150.0;Casa;1.0;4.0;3.0
setor-industrial;1590000.0;121.0;Apartamento;2.0;4.0;2.0
setor-industrial;1850000.0;610.0;Prédio;;1.0;10.0
setor-industrial;330000.0;34.0;Apartamento;1.0;1.0;1.0
setor-industrial;1120000.0;87.0;Apartamento;1.0;3.0;2.0
setor-industrial;870000.0;77.0;Apartamento;2.0;2.0;1.0
setor-industrial;780000.0;64.0;Apartamento;1.0;2.0;1.0
sao-sebastiao;495000.0;170.0;Casa;2.0;3.0;2.0
sao-sebastiao;450000.0;286.0;Casa;1.0;3.0;3.0
sao-sebastiao;450000.0;208.0;Casa;1.0;4.0;4.0
sao-sebastiao;500000.0;200.0;Casa;1.0;2.0;2.0
sao-sebastiao;265000.0;159.0;Casa;1.0;2.0;2.0
sao-sebastiao;450000.0;200.0;Casa;1.0;3.0;3.0
sao-sebastiao;170000.0;100.0;Casa;;2.0;4.0
sao-sebastiao;180000.0;150.0;Casa;1.0;4.0;
sao-sebastiao;630000.0;348.0;Prédio;8.0;8.0;
sao-sebastiao;270000.0;200.0;Casa;;3.0;
sao-sebastiao;265000.0;190.0;Casa;;4.0;1.0
sao-sebastiao;600000.0;300.0;Casa;1.0;4.0;2.0
sao-sebastiao;350000.0;206.0;Casa;;5.0;1.0
sao-sebastiao;260000.0;70.0;Casa;1.0;2.0;2.0
sao-sebastiao;180000.0;70.0;Casa;2.0;3.0;1.0
sao-sebastiao;620000.0;1400.0;Casa;1.0;3.0;20.0
sao-sebastiao;370000.0;257.0;Casa;1.0;6.0;5.0
sao-sebastiao;180.0;70.0;Casa;;2.0;1.0
sao-sebastiao;560000.0;200.0;Prédio;;2.0;
sao-sebastiao;399000.0;350.0;Casa;1.0;5.0;3.0
sao-sebastiao;400000.0;100.0;Casa;2.0;4.0;2.0
brazlandia;350000.0;350.0;Casa;1.0;3.0;5.0
brazlandia;380000.0;160.0;Casa;;3.0;2.0
brazlandia;230000.0;96.0;Casa;1.0;4.0;1.0
brazlandia;350000.0;128.0;Casa;2.0;4.0;2.0
brazlandia;360000.0;170.0;Casa;1.0;3.0;1.0
brazlandia;300000.0;200.0;Casa;2.0;5.0;2.0
brazlandia;850000.0;176.0;Casa;1.0;3.0;4.0
brazlandia;280000.0;160.0;Casa;1.0;3.0;1.0
brazlandia;450000.0;80.0;Casa;;2.0;5.0
brazlandia;375000.0;496.0;Casa;;1.0;1.0
brazlandia;400000.0;68.0;Casa;1.0;3.0;4.0
alphaville;1305000.0;300.0;Casa;4.0;4.0;3.0
alphaville;830000.0;200.0;Casa;3.0;3.0;2.0
alphaville;950000.0;465.0;Casa;3.0;4.0;4.0
alphaville;1117500.0;250.0;Casa;3.0;3.0;2.0
alphaville;2080000.0;400.0;Casa;4.0;4.0;3.0
alphaville;1492500.0;350.0;Casa;4.0;4.0;3.0
alphaville;830000.0;200.0;Casa;;3.0;
alphaville;650000.0;90.0;Apartamento;2.0;2.0;1.0
alphaville;890000.0;320.0;Casa;3.0;3.0;2.0
alphaville;920000.0;230.0;Casa;;3.0;
alphaville;1130000.0;350.0;Casa;;4.0;
alphaville;1280000.0;350.0;Casa;;4.0;
alphaville;695000.0;5000.0;Casa;1.0;2.0;
alphaville;666406.0;150.0;Casa;3.0;3.0;4.0
alphaville;980000.0;250.0;Casa;3.0;3.0;
alphaville;1730000.0;500.0;Casa;4.0;4.0;
candangolandia;928000.0;360.0;Casa;3.0;4.0;4.0
candangolandia;900000.0;300.0;Casa;3.0;5.0;3.0
candangolandia;550000.0;100.0;Casa;2.0;2.0;2.0
candangolandia;719999.0;270.0;Casa;2.0;4.0;3.0
candangolandia;750000.0;267.0;Casa;1.0;4.0;3.0
candangolandia;599000.0;120.0;Casa;2.0;3.0;2.0
candangolandia;920000.0;400.0;Casa;2.0;4.0;7.0
candangolandia;690000.0;300.0;Casa;1.0;5.0;3.0
candangolandia;199000.0;60.0;Apartamento;;2.0;
candangolandia;320000.0;50.0;Casa;;2.0;
candangolandia;595000.0;200.0;Casa;2.0;3.0;2.0
candangolandia;450000.0;110.0;Casa;1.0;3.0;3.0
candangolandia;530000.0;200.0;Casa;2.0;4.0;2.0
candangolandia;199000.0;60.0;Apartamento;;2.0;
candangolandia;920000.0;414.0;Casa;2.0;6.0;6.0
candangolandia;650000.0;168.0;Casa;2.0;4.0;2.0
candangolandia;350000.0;200.0;Casa;1.0;2.0;2.0
candangolandia;425000.0;100.0;Apartamento;2.0;2.0;2.0
candangolandia;800000.0;255.0;Casa;2.0;5.0;3.0
candangolandia;421200.0;31.0;Casa;;4.0;2.0
candangolandia;720000.0;120.0;Casa;1.0;5.0;3.0
candangolandia;550000.0;200.0;Casa;2.0;4.0;2.0
candangolandia;890000.0;200.0;Casa;2.0;3.0;2.0
candangolandia;840000.0;279.0;Casa;1.0;4.0;2.0
candangolandia;410000.0;1.0;Casa;1.0;3.0;4.0
candangolandia;890000.0;301.0;Casa;2.0;3.0;3.0
candangolandia;720000.0;127.0;Casa;2.0;4.0;3.0
candangolandia;850000.0;205.0;Casa;1.0;4.0;2.0
candangolandia;398000.0;90.0;Casa;;3.0;2.0
candangolandia;750000.0;120.0;Casa;1.0;4.0;2.0
candangolandia;199999.0;60.0;Apartamento;;2.0;
candangolandia;350000.0;60.0;Casa;;2.0;2.0
candangolandia;350000.0;240.0;Casa;1.0;3.0;22.0
candangolandia;1500000.0;250.0;Casa;;6.0;6.0
candangolandia;810000.0;263.0;Casa;1.0;4.0;4.0
candangolandia;580000.0;249.0;Casa;1.0;3.0;2.0
candangolandia;840000.0;279.0;Casa;1.0;4.0;2.0
candangolandia;450000.0;120.0;Casa;1.0;3.0;1.0
candangolandia;650000.0;220.0;Casa;3.0;3.0;3.0
candangolandia;750000.0;120.0;Casa;1.0;6.0;4.0
candangolandia;300000.0;150.0;Casa;;2.0;1.0
candangolandia;425000.0;70.0;Casa;;3.0;3.0
candangolandia;850000.0;251.0;Casa;2.0;5.0;3.0
candangolandia;750000.0;306.0;Casa;1.0;6.0;4.0
candangolandia;349000.0;120.0;Casa;;3.0;1.0
candangolandia;648000.0;226.0;Casa;3.0;3.0;2.0
varjao;410000.0;245.0;Casa;;5.0;2.0
varjao;245000.0;30.0;Casa;;1.0;
varjao;600000.0;280.0;Casa;2.0;4.0;2.0
varjao;580000.0;160.0;Prédio;1.0;1.0;
varjao;180000.0;60.0;Apartamento;;2.0;1.0
vila-estrutural;350000.0;384.0;Casa;2.0;4.0;6.0
vila-estrutural;530000.0;384.0;Casa;;4.0;4.0
vila-estrutural;75000.0;84.0;Casa;;2.0;
vila-estrutural;530000.0;384.0;Casa;;8.0;3.0
vila-estrutural;160000.0;60.0;Casa;;2.0;2.0
vila-estrutural;150000.0;95.0;Casa;;2.0;2.0
vila-estrutural;300000.0;170.0;Casa;1.0;3.0;4.0
vila-estrutural;500000.0;300.0;Casa;1.0;6.0;3.0
vila-estrutural;790000.0;290.0;Casa;2.0;3.0;7.0
vila-estrutural;180000.0;104.0;Casa;;3.0;1.0
vila-estrutural;150000.0;90.0;Casa;;3.0;1.0
vila-estrutural;180000.0;80.0;Casa;1.0;2.0;1.0
vila-estrutural;199500.0;136.0;Casa;;3.0;
vila-estrutural;199500.0;80.0;Casa;;3.0;3.0
vila-estrutural;150000.0;99.0;Casa;1.0;2.0;2.0
